query,KEGG_id,KEGG_name,KEGG_formula,KEGG_pathway,KEGG_module,KEGG_brite,KEGG_enzyme,KEGG_reaction
catechol,cpd:C04798,"5-Amino-4-chloro-2-(2,3-dihydroxyphenyl)-3(2H)-pyridazinone;Chloridazon catechol;5-Amino-4-chloro-2-(2',3'-dihydroxyphenyl)-3(2H)-pyridazinone",C10H8ClN3O3,NA,NA,NA,1.13.11.36,R04602
catechol,cpd:C05618,3-Chlorocatechol,C6H5ClO2,Chlorocyclohexane and chlorobenzene degradation;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.119;1.13.11.39;1.13.11.-,R06839 R06857 R07827
catechol,cpd:C05801,2-Hexaprenyl-6-hydroxyphenol;3-Hexaprenylcatechol,C36H54O2,NA,NA,NA,1.14.13.-;2.1.1.-,R04980 R04981
catechol,cpd:C05811,2-Octaprenyl-6-hydroxyphenol;3-Octaprenylcatechol,C46H70O2,NA,NA,NA,1.14.13.240;2.1.1.222,R04987 R04988
catechol,cpd:C06336,"3-Sulfocatechol;2,3-Dihydroxybenzenesulfonate",C6H6O5S,Benzoate degradation;Microbial metabolism in diverse environments,NA,NA,1.13.11.2;1.14.12.14,R05156 R07795
catechol,cpd:C06674,4-Sulfocatechol,C6H6O5S,Aminobenzoate degradation;Microbial metabolism in diverse environments,NA,NA,1.13.11.-;1.14.12.-,R05278 R05279
catechol,cpd:C06727,"cis-1,2-Dihydro-3-ethylcatechol;cis-2,3-Dihydroxy-2,3-dihydroethylbenzene;cis-3-Ethyl-cyclohexa-3,5-diene-1,2-diol",C8H12O2,Ethylbenzene degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.66;1.14.12.-,R05313 R05440
catechol,cpd:C06728,"3-Ethylcatechol;2,3-Dihydroxyethylbenzene;3-Ethyl-benzene-1,2-diol",C8H10O2,Ethylbenzene degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.66;1.13.11.-,R05313 R05416
catechol,cpd:C06730,"4-Methylcatechol;3,4-Dihydroxytoluene;1,2-Dihydroxy-4-methylbenzene;4-Methyl-1,2-benzenediol",C7H8O2,Xylene degradation;Toluene degradation;Naphthalene degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,"Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol;Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA",NA,1.3.1.67;1.13.11.1;1.13.11.2;1.14.12.14;1.14.13.1;1.14.13.7,R03568 R05292 R05293 R05294 R05295 R05299 R06939
catechol,cpd:C07085,3-Vinylcatechol,C8H8O2,Styrene degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.19;1.13.11.2,R05354 R05404
catechol,cpd:C07094,"3,6-Dichlorocatechol",C6H4Cl2O2,Chlorocyclohexane and chlorobenzene degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.119;1.13.11.-,R05397 R05409
catechol,cpd:C12127,(+)-Gallocatechin;Gallocatechol,C15H14O7,Flavonoid biosynthesis;Biosynthesis of secondary metabolites,NA,"Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1202 Flavans, Flavanols and Leucoanthocyanidins;    C12127  (+)-Gallocatechin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavan 3-ols;    C12127  (+)-Gallocatechin",1.17.1.3,R06533
catechol,cpd:C12136,(-)-Epigallocatechin;Epigallocatechol,C15H14O7,Flavonoid biosynthesis;Biosynthesis of secondary metabolites,NA,"Lipids [BR:br08002]; PK  Polyketides;  PK12 Flavonoids;   PK1202 Flavans, Flavanols and Leucoanthocyanidins;    C12136  (-)-Epigallocatechin;Phytochemical compounds [BR:br08003]; Flavonoids;  Flavonoids;   Flavan 3-ols;    C12136  (-)-Epigallocatechin;Dietary phytochemicals [br08012.html]; Flavonoids;  C12136",1.3.1.77,R06543
catechol,cpd:C12831,"3,4,6-Trichlorocatechol",C6H3Cl3O2,Chlorocyclohexane and chlorobenzene degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.119;1.13.11.-,R06832 R06833
catechol,cpd:C13626,5-Hydroxybisphenol A;5-Hydroxybisphenol;BPAcatechol,C15H16O3,Bisphenol degradation;Microbial metabolism in diverse environments,NA,NA,NA,R06881 R06882
catechol,cpd:C14110,"4-Hydroxymethylcatechol;3,4-Dihydroxybenzyl alcohol",C7H8O3,Naphthalene degradation;Microbial metabolism in diverse environments,NA,NA,1.14.13.1,R06936
catechol,cpd:C14243,"3,3'-Dihydroxyhexestrol;4,4'-(1,2-Diethylethylene)dipyrocatechol",C18H22O4,NA,NA,NA,NA,NA
catechol,cpd:C14843,4-Bromocatechol,C6H5BrO2,Metabolism of xenobiotics by cytochrome P450,NA,NA,NA,R07076 R07077 R07078
catechol,cpd:C15571,Catechol,C6H6O2,NA,NA,NA,2.1.1.6,R07330
catechol,cpd:C16472,3-Fluorocatechol,C6H5FO2,Fluorobenzoate degradation;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.25;1.3.1.-;1.13.11.1,R08111 R08114 R08123
catechol,cpd:C16473,4-Fluorocatechol,C6H5FO2,Fluorobenzoate degradation;Metabolic pathways;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.25;1.3.1.-;1.13.11.1,R08105 R08112 R08113 R08115
catechol,cpd:C17551,"2-Polyprenyl-6-hydroxyphenol;3-Polyprenylcatechol;3-(all-trans-Polyprenyl)benzene-1,2-diol",C11H14O2(C5H8)n,Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors,"Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol",NA,1.14.13.240;2.1.1.222,R08768 R08769
catechol,cpd:C18240,"Tetrachlorocatechol;Tetrachloro-1,2-benzenediol",C6H2Cl4O2,Chlorocyclohexane and chlorobenzene degradation;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.-;1.13.11.1,R09132 R09133 R09134
catechol,cpd:C18302,"4,6-Dichloro-3-methylcatechol",C7H6Cl2O2,Toluene degradation;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.3.1.-;1.13.11.-,R09213 R09214
catechol,cpd:C18315,4-Methyl-5-nitrocatechol,C7H7NO4,Nitrotoluene degradation;Microbial metabolism in diverse environments;Degradation of aromatic compounds,NA,NA,1.14.12.24;1.14.13.210,R09233 R09234 R11150
catechol,cpd:C18351,"4-Aminocatechol;4-Amino-1,2-benzenediol;3,4-Dihydroxyaniline",C6H7NO2,Aminobenzoate degradation;Microbial metabolism in diverse environments,NA,NA,5.4.4.3,R09284 R09285
catechol,cpd:C21801,(+)-Demethylpiperitol;Sesamin monocatechol,C19H18O6,NA,NA,NA,2.1.5.1,R11955 R11956
catechol,cpd:C21802,(+)-Didemethylpinoresinol;Sesamin dicatechol,C18H18O6,NA,NA,NA,2.1.5.1,R11956
catechol,cpd:C22355,"Benzo[a]pyrene-7,8-diol;Benzo[a]pyrene-7,8-catechol;B[a]P-7,8-catechol",C20H12O2,Chemical carcinogenesis - reactive oxygen species,NA,NA,NA,NA
cycloleucine,cpd:C03969,1-Aminocyclopentanecarboxylate;1-Aminocyclopentanecarboxylic acid;Cycloleucine,C6H11NO2,NA,NA,NA,NA,NA
D-galactaric acid,cpd:C00879,D-Galactarate;D-Mucic acid;D-Galactaric acid;Galactaric acid;Galactarate;Mucic acid,C6H10O8,Ascorbate and aldarate metabolism;Metabolic pathways,NA,Lipids [BR:br08002]; FA  Fatty acyls;  FA01 Fatty Acids and Conjugates;   FA0117 Dicarboxylic acids;    C00879  Galactaric acid,2.3.1.130;4.2.1.42;4.2.1.158,R01981 R03727 R05608 R11077
D-glucuronic acidM,NA,NA,NA,NA,NA,NA,NA,NA
D-lyxosylamine NIST,NA,NA,NA,NA,NA,NA,NA,NA
Docosanol NIST,NA,NA,NA,NA,NA,NA,NA,NA
fructose,cpd:C00085,D-Fructose 6-phosphate;D-Fructose 6-phosphoric acid;Neuberg ester,C6H13O9P,"Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;O-Antigen nucleotide sugar biosynthesis;Methane metabolism;Carbon fixation in photosynthetic organisms;Biosynthesis of various other secondary metabolites;Biosynthesis of various antibiotics;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors;Biosynthesis of nucleotide sugars;AMPK signaling pathway;Glucagon signaling pathway;Insulin resistance;Central carbon metabolism in cancer;Diabetic cardiomyopathy","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate;Gluconeogenesis, oxaloacetate => fructose-6P;Pentose phosphate pathway (Pentose phosphate cycle);Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P;Ascorbate biosynthesis, plants, fructose-6P => ascorbate;Reductive pentose phosphate cycle (Calvin cycle);Formaldehyde assimilation, xylulose monophosphate pathway;Formaldehyde assimilation, ribulose monophosphate pathway;Pentose phosphate pathway, archaea, fructose 6P => ribose 5P;UDP-N-acetyl-D-glucosamine biosynthesis, eukaryotes, glucose => UDP-GlcNAc;UDP-N-acetyl-D-glucosamine biosynthesis, prokaryotes, glucose => UDP-GlcNAc",NA,1.1.1.17;1.1.1.140;2.2.1.1;2.2.1.2;2.4.1.14;2.4.1.246;2.6.1.16;2.7.1.1;2.7.1.4;2.7.1.11;2.7.1.61;2.7.1.90;2.7.1.105;2.7.1.146;3.1.3.11;3.1.3.46;3.5.99.6;4.1.2.22;5.1.3.40;5.1.3.-;5.3.1.8;5.3.1.9;5.3.1.27,R00756 R00758 R00760 R00761 R00762 R00763 R00764 R00765;R00766 R00767 R00768 R00769 R00770 R00771 R00772 R00876;R01067 R01140 R05339 R05805 R06073 R07133 R08406 R08575;R08947 R09031 R11623 R13199 R13202
fructose,cpd:C00095,D-Fructose;Levulose;Fruit sugar;D-arabino-Hexulose,C6H12O6,Fructose and mannose metabolism;Galactose metabolism;Starch and sucrose metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of nucleotide sugars;ABC transporters;Phosphotransferase system (PTS);Taste transduction;Insulin resistance;Carbohydrate digestion and absorption;Diabetic cardiomyopathy,NA,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Ketoses;    C00095  D-Fructose; Fruit sugar;Animal drugs in Japan [BR:br08331]; 96  Agents affecting metabolism;  964  Saccharide preparations and blood substitutes;   9642  Fructose and preparations;    C00095  D-Fructose,1.1.1.11;1.1.1.14;1.1.1.15;1.1.1.67;1.1.1.124;1.1.1.138;1.1.2.2;1.1.5.14;1.1.99.28;2.4.1.4;2.4.1.5;2.4.1.7;2.4.1.13;2.4.1.125;2.4.1.362;2.4.1.372;2.4.1.373;2.7.1.1;2.7.1.3;2.7.1.4;2.7.1.61;2.7.1.202;3.1.3.68;3.1.3.-;3.2.1.10;3.2.1.20;3.2.1.26;3.2.1.48;3.2.1.80;3.2.1.219;5.1.3.30;5.1.3.31;5.3.1.5;5.3.1.7,R00760 R00801 R00803 R00806 R00865 R00866 R00867 R00868;R00870 R00872 R00873 R00874 R00875 R00876 R00877 R00878;R00879 R01140 R01823 R02120 R02410 R03232 R03635 R03921;R06034 R06036 R06052 R06066 R06087 R06100 R06101 R06208;R08406 R08407 R08548 R08651 R08676 R10817 R12349 R12527;R12528 R13126
fructose,cpd:C00273,5-Dehydro-D-fructose,C6H10O6,NA,NA,NA,1.1.1.123;1.1.1.124;1.1.3.11;1.1.5.14;1.1.99.12,R00871 R00873 R01694 R01695 R01696 R08651
fructose,cpd:C00354,"D-Fructose 1,6-bisphosphate",C6H14O12P2,"Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Fructose and mannose metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Methane metabolism;Carbon fixation in photosynthetic organisms;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Phosphotransferase system (PTS);AMPK signaling pathway;Glucagon signaling pathway;Central carbon metabolism in cancer","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate;Gluconeogenesis, oxaloacetate => fructose-6P;Reductive pentose phosphate cycle (Calvin cycle);Formaldehyde assimilation, xylulose monophosphate pathway;Formaldehyde assimilation, ribulose monophosphate pathway",NA,2.2.1.11;2.7.1.11;2.7.1.56;2.7.1.90;2.7.1.146;3.1.3.11;4.1.2.13,R00756 R00762 R00764 R00767 R00769 R00770 R01068 R05805;R09100 R10049 R13203
fructose,cpd:C00665,"beta-D-Fructose 2,6-bisphosphate;D-Fructose 2,6-bisphosphate",C6H14O12P2,Fructose and mannose metabolism;Metabolic pathways;AMPK signaling pathway;Glucagon signaling pathway;Central carbon metabolism in cancer,NA,NA,2.7.1.105;3.1.3.46;3.1.3.54,R00763 R02730 R02731 R02732 R13202
fructose,cpd:C00861,L-Rhamnulose;6-Deoxy-L-fructose,C6H12O5,Fructose and mannose metabolism;Metabolic pathways;Microbial metabolism in diverse environments,NA,NA,2.7.1.5;5.3.1.14,R02437 R03014
fructose,cpd:C01094,D-Fructose 1-phosphate,C6H13O9P,"Fructose and mannose metabolism;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments;Phosphotransferase system (PTS)",NA,NA,2.2.1.11;2.7.1.3;2.7.1.56;2.7.1.61;2.7.1.202;3.1.3.68;4.1.2.13,R00866 R02071 R02568 R03232 R08407 R08548 R10050 R13203
fructose,cpd:C01496,Fructose;arabino-Hexulose,NA,NA,NA,Anatomical Therapeutic Chemical (ATC) classification [BR:br08303]; V VARIOUS;  V06 GENERAL NUTRIENTS;   V06D OTHER NUTRIENTS;    V06DC Carbohydrates;     V06DC02 Fructose;      C01496  Fructose,NA,NA
fructose,cpd:C01711,Inulobiose;1-O-beta-D-Fructo-furanosyl-D-fructose,C12H22O11,NA,NA,NA,4.2.1.178;4.2.1.179,R03685 R12927
fructose,cpd:C01719,L-Fructose;L-arabino-Hexulose,C6H12O6,NA,NA,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Ketoses;    C01719  L-Fructose,1.1.1.15,R08536
fructose,cpd:C02336,beta-D-Fructose;beta-Fruit sugar;beta-D-arabino-Hexulose;beta-Levulose;Fructose,C6H12O6,NA,NA,NA,2.7.1.1;2.7.1.4;3.2.1.20;3.2.1.26;3.2.1.48;3.2.1.218,R00802 R03920 R06088 R06102 R13128
fructose,cpd:C03267,beta-D-Fructose 2-phosphate;beta-D-Fructofuranose 2-phosphate,C6H13O9P,Fructose and mannose metabolism;Metabolic pathways,NA,NA,3.1.3.54;3.1.3.-,R00872 R02730
fructose,cpd:C04333,"Bis-D-fructose 2',1:2,1'-dianhydride;Difructose anhydride I",C12H20O10,NA,NA,NA,4.2.1.179,R03685 R06161
fructose,cpd:C04420,"alpha-D-Fructofuranose-beta-D-fructofuranose 2',1:2,3'-dianhydride;Di-D-fructofuranose 1,2':2,3'-dianhydride;Difructose anhydride III",C12H20O10,NA,NA,NA,4.2.1.178,R12927
fructose,cpd:C05001,Fructose 1-phosphate(pyranose),C6H13O9P,NA,NA,NA,NA,NA
fructose,cpd:C05003,D-Fructose;D-arabino-Hex-2-ulopyranose,C6H12O6,NA,NA,NA,NA,NA
fructose,cpd:C05345,beta-D-Fructose 6-phosphate;beta-D-Fructofuranose 6-phosphate,C6H13O9P,NA,NA,NA,1.1.1.17;1.1.1.140;2.2.1.1;2.2.1.2;2.2.1.14;2.4.1.329;2.7.1.1;2.7.1.4;2.7.1.11;2.7.1.90;2.7.1.105;2.7.1.146;3.1.3.11;3.1.3.46;5.3.1.8;5.3.1.9;5.3.1.27,R00867 R01819 R01827 R01830 R02073 R02703 R02731 R02732;R02740 R03321 R03920 R04779 R04780 R05607 R09084 R09780;R10987 R12731
fructose,cpd:C05378,"beta-D-Fructose 1,6-bisphosphate",C6H14O12P2,NA,NA,NA,2.7.1.11;2.7.1.56;2.7.1.90;2.7.1.146;3.1.3.11;4.1.2.13,R01070 R02071 R02073 R04779 R04780 R09084
fructose,cpd:C06468,D-Psicose;D-ribo-Hex-2-ulose;D-ribo-2-Hexulose;D-ribo-2-Ketohexulose;D-erythro-Hexulose;D-Pseudofructose;D-Allulose;D-Altrulose,C6H12O6,NA,NA,Compounds with biological roles [BR:br08001]; Carbohydrates;  Monosaccharides;   Ketoses;    C06468  D-Psicose,5.1.3.30;5.1.3.31,R10817
fructose,cpd:C06485,"1,5-Anhydro-D-fructose",C6H10O5,NA,NA,NA,1.1.1.263;1.1.1.292;4.2.1.110;4.2.1.111,R05682 R08194 R09694 R09696
fructose,cpd:C08238,alpha-Galactosyl-(1-6)-alpha-galactosyl-(1-6)-alpha-galactosyl-(1-6)-alpha-galactosyl-(1-6)-alpha-glucosyl-(1-2)-beta-fructose;Ajugose,C36H62O31,NA,NA,NA,NA,NA
fructose,cpd:C10906,D-Fructose,C6H12O6,NA,NA,"Anatomical Therapeutic Chemical (ATC) classification [BR:br08303(D00114)]; V VARIOUS;  V06 GENERAL NUTRIENTS;   V06D OTHER NUTRIENTS;    V06DC Carbohydrates;     V06DC02 Fructose;      D00114  Fructose (JP18/USP) &lt;JP&gt;;Therapeutic category of drugs in Japan [BR:br08301(D00114)]; 3  Agents affecting metabolism;  32  Nutrients, tonics;   323  Saccharide preparations;    3232  Fructoses;     D00114  Fructose (JP18/USP);Drugs listed in the Japanese Pharmacopoeia [BR:br08311(D00114)]; Chemicals;  D00114  Fructose;  D00114  Fructose injection",1.1.1.124;2.4.1.13,R00871 R07256
fructose,cpd:C12214,Aminofructose 6-phosphate;Amino-D-fructose 6-phosphate,C6H14NO8P,Biosynthesis of ansamycins;Biosynthesis of secondary metabolites,NA,NA,2.2.1.1;5.3.1.-,R06589 R06590
fructose,cpd:C16488,Fructoselysine;N6-(D-Fructosyl)-L-lysine,C12H24N2O7,Phosphotransferase system (PTS),NA,NA,2.7.1.218;5.1.3.41,R08124 R11720
fructose,cpd:C16489,Fructoselysine 6-phosphate,C12H25N2O10P,Phosphotransferase system (PTS),NA,NA,2.7.1.218;3.5.-.-,R08124 R08125
fructose,cpd:C16848,"6-Deoxy-5-ketofructose 1-phosphate;1-Deoxy-D-threo-hexo-2,5-diulose 6-phosphate",C6H11O8P,"Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites",NA,NA,2.2.1.10;2.2.1.11,R08568 R10049 R10050
fructose,cpd:C18050,beta-D-Fructofuranosyl-alpha-D-mannopyranoside 6F-phosphate;Mannosylfructose 6-phosphate,C12H23O14P,NA,NA,NA,2.4.1.246;3.1.3.79,R08947 R08982
fructose,cpd:C18068,beta-D-Fructofuranosyl-alpha-D-mannopyranoside;Mannosylfructose,C12H22O11,NA,NA,NA,3.1.3.79,R08982
fructose,cpd:C19633,Maltulose;4-O-alpha-D-Glucopyranosyl-D-fructose,C12H22O11,NA,NA,Compounds with biological roles [BR:br08001]; Carbohydrates;  Oligosaccharides;   Disaccharides;    C19633  Maltulose,NA,NA
fructose,cpd:C19634,Melibiulose;6-O-alpha-D-Galactopyranosyl-D-fructose,C12H22O11,NA,NA,Compounds with biological roles [BR:br08001]; Carbohydrates;  Oligosaccharides;   Disaccharides;    C19634  Melibiulose,NA,NA
fructose,cpd:C19636,Turanose;3-O-alpha-D-Glucopyranosyl-D-fructose;D-Turanose,C12H22O11,NA,NA,Compounds with biological roles [BR:br08001]; Carbohydrates;  Oligosaccharides;   Disaccharides;    C19636  Turanose,NA,NA
fructose,cpd:C20830,6-Deoxy-6-sulfo-D-fructose,C6H12O8S,NA,NA,NA,2.2.1.14;2.2.1.15;2.7.1.184;5.3.1.31,R10765 R10970 R12731 R13000
fructose,cpd:C20831,6-Deoxy-6-sulfo-D-fructose 1-phosphate,C6H13O11PS,NA,NA,NA,2.7.1.184;4.1.2.57,R10760 R10970
fructose,cpd:C21364,[Fructose-bisphosphate aldolase]-L-lysine,C7H13N3O2R2,NA,NA,NA,NA,NA
fructose,cpd:C21365,"[Fructose-bisphosphate aldolase]-N6,N6,N6-trimethyl-L-lysine",C10H20N3O2R2,NA,NA,NA,NA,NA
fructose,cpd:C22310,Fructose 3-phosphate,C6H13O9P,Diabetic cardiomyopathy,NA,NA,NA,NA
fructose,cpd:C22502,alpha-D-Fructofuranose;alpha-D-Fructose,C6H12O6,NA,NA,NA,5.3.1.5,R00307
glycerol 3-phosphate,cpd:C00093,sn-Glycerol 3-phosphate;Glycerophosphoric acid;D-Glycerol 1-phosphate,C3H9O6P,Glycerolipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;ABC transporters;Choline metabolism in cancer,Triacylglycerol biosynthesis,Risk category of Japanese OTC drugs [BR:br08312]; Third-class OTC drugs;  Inorganic and organic chemicals;   Calcium glycerophosphate;    C00093  sn-Glycerol 3-phosphate,1.1.1.8;1.1.1.94;1.1.1.177;1.1.3.21;1.1.5.3;2.3.1.15;2.3.1.198;2.3.1.275;2.4.1.96;2.4.1.137;2.4.1.213;2.7.1.30;2.7.1.142;2.7.7.39;2.7.8.5;3.1.3.21;3.1.4.2;3.1.4.3;3.1.4.44;3.1.4.46;3.1.4.-;3.6.1.16,R00841 R00842 R00844 R00845 R00846 R00847 R00848 R00849;R00850 R00851 R00853 R00854 R00855 R00856 R00857 R01030;R01193 R01470 R01801 R02027 R02617 R05328 R06872 R08657;R09380 R12241
