Row.names,VIP,Kingdom,Phylum,Class,Order,Family,Genus,Species
2cc1b05ae799a3a813f291c90d938590,1.2273305155975704,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,NA
2cc77d611a92e7ed36b3e279b8f9edde,2.140361253051604,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Acidicapsa,borealis
2d5576b4a2bb930c3be0668fec68dd25,1.2185604689692155,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum
2d5b6cca083d578d9e42496bc1c4dd6a,1.155442112710842,Bacteria,Acidobacteria,Solibacteres,Solibacterales,NA,NA,NA
2d61ec1c3f12760653214aabef3df4df,1.0754473608903683,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
2d717573c922d37e24856dd91c03c949,1.2031776314858467,Bacteria,Acidobacteria,AT-s2-57,NA,NA,NA,NA
2de26a76a363649a5d62ce7aa003a009,1.1171859170022238,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA,NA
2e915065996b445da58d16655f8137dd,1.2135339272759205,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,NA,NA
2e9bac8700706c9570feacc71e578dc5,1.1973818088090407,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,NA
2f2c8760a94d581d6632c7e96dd2a28b,1.2218721500121283,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,NA
30076a12b05db573c0c9ee577d6e0b8a,1.585098416645949,Bacteria,Acidobacteria,DA052,Ellin6513,NA,NA,NA
303dcc6ef5480d4136ae4fd9ea420b88,1.0001396806937939,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],Chthoniobacter,NA
30744265ef13e3de3430fd76cc4f4b0b,1.1004260676002888,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,NA,NA,NA
308d5449a122f8aa47fedc97e764f504,1.0851355436821968,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,NA
30c59fecc59dc6da1ed8da1fe0aad907,1.0169676883773295,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
31125abc66ec5f1b4d960b9642d31f6c,1.7463480970416616,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
31c026a748b0d9f47d041e4a73f3302f,1.0349644508324947,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,NA,NA
31c84200d4358e92cfc7d61303581a8c,1.083398336468397,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,NA
31e40adff00d94930cf53b9996394b6e,1.0081735449560636,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
31f7ae50e54baf78658174b27ca1ec5b,1.882309026316858,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
321c362813cd38f425d82e4552dd27e7,1.1259351898246113,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
32d67c9871b61163d6b88d8d523d83d4,1.0350681442667486,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
33a239bb571cb6114786156cd4d87d67,1.1179485882764035,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,NA,NA
33b8a57be8f06ddaf454595d865960a5,1.3770472541910321,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,NA
33dbb11d9791215beda09f5c80e9d945,2.0190994343936595,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
340676dec8840f65b8a04bfeb9c4af31,2.134739080038503,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Sodalis,NA
343d9914d951fb80f71597c2e7b9e6cf,1.2215802038224661,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,NA
344032b9680ccaf0782072f0849f9fd2,1.013768826577696,Archaea,Crenarchaeota,MCG,NA,NA,NA,NA
3473940f259bf8e8699ae16bc253ab13,1.52747068767967,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA
34a52b3c46107bdd9890b910fb839c33,1.007251588903765,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae,Candidatus Solibacter,NA
357551f644064bb2b49614b1caab2fa5,1.146352011660675,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,NA
35c1877fafd8f9093a598d4ae4d5b1f4,1.2469726039826756,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,NA,NA,NA
35e2dfcb3e004a0e302f1da93a873d10,1.0349644508324949,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,NA
360e931238290779ad407882a814e749,1.347196162178307,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,Nocardioides,fulvus
36113ad626080c34a40b8911430d2a3f,1.0299870289103676,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
364ad8b9233b38114549c67bdf94b87b,1.8307073455296552,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,NA,NA
364b175e1a92c18a47a475d72749a70f,1.1022062482443007,Archaea,Crenarchaeota,MCG,NA,NA,NA,NA
368cf78e033d4703292ad1def1c74372,1.1071598683901707,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,NA
372762178cbe26f64920b16f02f76738,1.0390920302613793,Bacteria,Proteobacteria,Alphaproteobacteria,Ellin329,NA,NA,NA
376fe0bed08b011568bc16dc2ebe9b3e,2.6313714992784076,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,NA
379b745d8b9c33c263e330c4b03ccbf0,1.026345998438138,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,NA
38e65dafaef6fde9a87c5eea3c758288,2.219841579055711,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,butyricum
398fbdcf0aef133626e9b056617cca01,1.1506940505259884,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NA,NA
3a198514f886f7b72e8ce79fb9a05346,1.0184014217193724,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,NA,NA
3a31a0d2873878c9a6f4c7da950fa9f0,1.0075384257092808,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,NA,NA,NA
3a326025e19602f267f662c730b7bd10,1.0350681442667489,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,NA,NA
3a5ae2ff6154673bc2333931ab6d6db4,1.1243779702165564,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
3a5e230f9243bc343fb61a78757da07a,1.2115512209131598,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,NA,NA
3a738df951ebe58018d14770b646c61d,1.788546175722692,Archaea,[Parvarchaeota],[Parvarchaea],WCHD3-30,NA,NA,NA
3a74563cad34a9da4556e7da3f57b49e,1.076202856880939,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,NA
3ad067b49cae7fe9204042a3007edee9,1.3675849919207945,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,NA
3c6fe40ee8a9b709ff1614e5f286216b,2.1271488499124027,Bacteria,Acidobacteria,TM1,NA,NA,NA,NA
3cc779f7bdda6073f1838721bb6f8303,1.1143770136170381,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,NA
3cf09693b6a276a051a0a32eb95b88c2,1.1717406946235864,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Proteiniclasticum,NA
3cfe465875fae77f868a87eef00eda49,1.5657777135017528,Bacteria,Planctomycetes,Phycisphaerae,WD2101,NA,NA,NA
3d366c423928c26ee4d8f7a6ad8e4af5,1.803149546572888,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,NA
3d52a24b230644b90e831c5925988a25,1.0263459984381376,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,NA,NA
3e924b153468f788589a0734e02a8bae,1.4226507444265175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
40015489fde1b9f2ef7ce20df784afd3,1.1069488826881941,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocella,NA
401750ecd9ffee0cddbb034b17c3da91,1.6008786272486428,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,NA
401e2f659d73d2addcca73cb6ffb4c53,1.324568541983212,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,NA,NA
40301822862eee39cb636709c07c81d7,1.0353579227795278,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,NA
40301ddfbff44b93c884949aa9c3ca4c,1.3307601801044353,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,NA,NA,NA
40c7cd06649fd6cfb03fef9ef7cbeed7,1.1708455818763392,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,NA
413e15030e995c2fc4a752e5f3c4aa29,1.0184014217193722,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Anaeromyxobacter,NA
41c37ff5adf95f625b5abc2750fdaa11,2.052415560970394,Bacteria,WS4,NA,NA,NA,NA,NA
41c7cbaa717615b3c70049ed96eae1fe,1.0786073107564806,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,NA,NA
41d5ba74f84eb4d8ac0d33c10adc3561,1.0349644508324947,Bacteria,Acidobacteria,DA052,Ellin6513,NA,NA,NA
42b17698c842dad06ff7260ecf3c1f8e,1.2899888653329104,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,NA,NA,NA
42d6a507d6b9358f07f7eb095b10c5cb,1.8628630781596531,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Telmatospirillum,siberiense
42e28e6f3788e41ddbba1b6adff98ed4,1.0184014217193724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,NA,NA
4362db4979f456a370c1d211af70e98e,1.3370591467764152,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,NA
43f17baf8bf363c22baca1600998443b,1.0653510294674047,Bacteria,Armatimonadetes,Armatimonadia,FW68,NA,NA,NA
443dec575cf0c363409dec81ed0f5de7,1.1083753993598198,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,NA,NA
4645fbc8b4b51e0ed984e3684002fa89,1.6045824321374846,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,NA,NA
