FeatureID,comp_abundance,VIP
FT246,Deep_abundant,1.6007309152292135
FT248,Deep_abundant,1.5158922285693228
FT253,Surface_abundant,1.0905062539663757
FT254,Deep_abundant,1.612879678404145
FT257,Deep_abundant,1.5745757147189967
FT261,Deep_abundant,1.1486039682348892
FT262,Deep_abundant,1.2892830307345589
FT263,Surface_abundant,1.149205767352185
FT265,Deep_abundant,1.3145539091058775
FT266,Deep_abundant,1.3345587631150782
FT270,Deep_abundant,1.3594371353529693
FT276,Deep_abundant,1.6112291876207934
FT283,Deep_abundant,1.646961350469235
FT284,Surface_abundant,1.2275291662361625
FT285,Deep_abundant,1.2001582242053348
FT289,Surface_abundant,1.2086069396271424
FT298,Surface_abundant,1.5062387942918147
FT300,Deep_abundant,1.6470194386847357
FT305,Deep_abundant,1.6528591597807971
FT306,Surface_abundant,1.3424673479041906
FT314,Deep_abundant,1.172539940531191
FT316,Deep_abundant,1.1745650964511847
FT323,Deep_abundant,1.6392323205654187
FT331,Surface_abundant,1.1689416136767024
FT332,Deep_abundant,1.6467267908419527
FT335,Surface_abundant,1.26771630709965
FT336,Deep_abundant,1.239465076725272
FT338,Deep_abundant,1.6251927333817555
FT340,Deep_abundant,1.5928140727060711
FT342,Deep_abundant,1.2619517359368653
FT343,Deep_abundant,1.6490307944844433
FT344,Deep_abundant,1.5954085085932879
FT349,Deep_abundant,1.6261870629323836
FT354,Surface_abundant,1.3692352728470447
FT355,Deep_abundant,1.6496471724399504
FT356,Surface_abundant,1.276500088705398
FT360,Surface_abundant,1.1338826239264657
FT361,Deep_abundant,1.5498659961222958
FT367,Deep_abundant,1.6457089235801572
FT369,Deep_abundant,1.2967600961064774
FT382,Deep_abundant,1.2011085080235868
FT383,Deep_abundant,1.5489206817070298
FT393,Deep_abundant,1.648083809919696
FT407,Surface_abundant,1.2065874580316445
FT409,Deep_abundant,1.3829889736239347
FT411,Deep_abundant,1.624169765706352
FT415,Deep_abundant,1.0394545910373907
FT420,Deep_abundant,1.6286162652480933
FT423,Deep_abundant,1.5332174485812435
FT427,Deep_abundant,1.5151439857839721
FT431,Deep_abundant,1.5776332880361947
FT435,Surface_abundant,1.001531571113344
FT437,Deep_abundant,1.4998376592960319
FT439,Deep_abundant,1.015845158117
FT440,Deep_abundant,1.5945868862303956
FT449,Surface_abundant,1.0994738024593662
FT454,Surface_abundant,1.5776987248975203
FT463,Deep_abundant,1.5620808264686221
FT467,Deep_abundant,1.6643878971113075
FT471,Deep_abundant,1.591464935665469
FT473,Surface_abundant,1.2545593744556935
FT476,Deep_abundant,1.0764890138263115
FT484,Deep_abundant,1.276687004490439
FT486,Surface_abundant,1.303455895995589
FT490,Deep_abundant,1.414326766168759
FT491,Surface_abundant,1.0434013860963356
FT506,Deep_abundant,1.1695090559451948
FT508,Deep_abundant,1.2577785061038895
FT513,Deep_abundant,1.1280969444851416
FT518,Deep_abundant,1.437999242732216
FT524,Deep_abundant,1.6157627045119696
FT533,Deep_abundant,1.2578189758041387
FT534,Deep_abundant,1.2136378686950082
FT539,Deep_abundant,1.2626666833364812
FT543,Deep_abundant,1.5847394484404076
FT545,Surface_abundant,1.7269162512597869
FT546,Deep_abundant,1.580217629837385
FT551,Deep_abundant,1.645057706314564
FT553,Deep_abundant,1.0961759737538204
FT554,Deep_abundant,1.092347514239827
FT555,Deep_abundant,1.4410040869336014
FT556,Deep_abundant,1.592759650867796
FT562,Deep_abundant,1.0938172962634851
FT563,Deep_abundant,1.41479824492134
FT574,Deep_abundant,1.2910840713560843
FT575,Deep_abundant,1.641964073757314
FT581,Deep_abundant,1.6425239989789644
FT584,Surface_abundant,1.2688054186159898
FT587,Surface_abundant,1.1249324669162375
FT588,Deep_abundant,1.6419344129141757
FT589,Surface_abundant,1.2818092194484267
FT593,Deep_abundant,1.078532671585928
FT597,Deep_abundant,1.184144286741315
FT603,Deep_abundant,1.3318050025604293
FT608,Deep_abundant,1.5991909384544616
FT609,Deep_abundant,1.5308319361647722
FT613,Surface_abundant,1.1816551032228635
FT617,Deep_abundant,1.5578760676950651
FT622,Surface_abundant,1.1899334715101821
FT626,Surface_abundant,1.4694970884713825
FT629,Deep_abundant,1.6450723900526112
FT630,Deep_abundant,1.1946521964685042
FT642,Deep_abundant,1.4865520043385485
FT646,Deep_abundant,1.2803692918675729
FT651,Deep_abundant,1.5481838330345967
FT659,Deep_abundant,1.2973616076054135
FT660,Surface_abundant,1.1481039047154284
FT661,Deep_abundant,1.495747538898752
FT665,Deep_abundant,1.107222756687449
FT668,Deep_abundant,1.657144704590763
FT669,Deep_abundant,1.1733883565456549
FT671,Surface_abundant,1.4369768148694337
FT679,Deep_abundant,1.045487467602315
FT684,Deep_abundant,1.591288069152504
FT692,Surface_abundant,1.076435803926207
FT699,Surface_abundant,1.0317136226684063
FT713,Surface_abundant,1.043671236369661
FT716,Deep_abundant,1.2713829251376505
FT722,Deep_abundant,1.082968527748566
FT724,Deep_abundant,1.323700095234605
FT726,Surface_abundant,1.2742683157447743
FT738,Deep_abundant,1.3422047155008834
FT744,Surface_abundant,1.419601354786553
FT750,Deep_abundant,1.0553548432636068
FT769,Deep_abundant,1.1434580334279247
FT773,Deep_abundant,1.0415927014931559
FT776,Deep_abundant,1.1671897837262268
FT777,Surface_abundant,1.5081370706025823
FT795,Surface_abundant,1.1914762776245775
FT804,Deep_abundant,1.0747085436852926
FT821,Surface_abundant,1.3110857860601353
FT825,Deep_abundant,1.270298776324591
FT844,Deep_abundant,1.4669865410924376
FT848,Deep_abundant,1.2016988483471465
FT856,Surface_abundant,1.0103639275571545
FT875,Deep_abundant,1.592759650867796
FT884,Deep_abundant,1.192885892824115
FT886,Surface_abundant,1.0121617328303256
FT895,Deep_abundant,1.1260473098689736
FT937,Surface_abundant,1.0383440247657147
FT944,Surface_abundant,1.1194054008313394
Acetone,Deep_abundant,1.2214353391492454
Betaine,Deep_abundant,1.1209585587854651
Ethanol,Surface_abundant,1.3207918738962932
Formate,Deep_abundant,1.4528159954793767
Glycolate,Deep_abundant,1.3703960523158965
Isocaproate,Deep_abundant,1.1590663213840546
Isopropanol,Deep_abundant,1.0911580161709378
Isovalerate,Deep_abundant,1.0024055810400332
Lactate,Deep_abundant,1.5102482011869862
Methanol,Deep_abundant,1.5014761509803909
Phenol,Surface_abundant,1.3241505058175884
Phenylalanine,Deep_abundant,1.1397798754362929
Propyl alcohol,Surface_abundant,1.4372880064530071
Propylene glycol,Deep_abundant,1.6274183301140548
Pyruvate,Deep_abundant,1.352682163355786
Valerate,Surface_abundant,1.2951524419637137
DSS-d6,Deep_abundant,1.3589231002513116
