FeatureID,comp_abundance,VIP
FT414,Deep_abundant,1.1788582256830091
FT417,Deep_abundant,1.0873884240636598
FT418,Surface_abundant,1.0927629566340815
FT420,Deep_abundant,1.2895558373446663
FT423,Deep_abundant,1.1485229944657176
FT425,Deep_abundant,1.0942121969820655
FT427,Deep_abundant,1.2379584660990788
FT431,Deep_abundant,1.312563139852382
FT432,Deep_abundant,1.1405694624960343
FT434,Deep_abundant,1.1807156974188022
FT436,Deep_abundant,1.1694039912786633
FT437,Deep_abundant,1.1605439216361668
FT438,Deep_abundant,1.2230990104487207
FT439,Deep_abundant,1.1960671261156048
FT440,Deep_abundant,1.2487542629101436
FT442,Deep_abundant,1.185943111441496
FT445,Deep_abundant,1.287392774497747
FT447,Deep_abundant,1.1257784500015953
FT463,Deep_abundant,1.2781916438226626
FT467,Deep_abundant,1.335126785826602
FT471,Deep_abundant,1.4188908165146297
FT475,Deep_abundant,1.1574059553637528
FT476,Deep_abundant,1.2270335472165714
FT479,Deep_abundant,1.3117006284526957
FT481,Deep_abundant,1.3123627080431581
FT482,Deep_abundant,1.0471615822053324
FT484,Deep_abundant,1.255138780699985
FT486,Surface_abundant,1.1344919079147302
FT487,Deep_abundant,1.3969558316586637
FT489,Deep_abundant,1.1029883164873926
FT492,Deep_abundant,1.3197764941050303
FT508,Deep_abundant,1.1121827178481238
FT509,Deep_abundant,1.0784266569478504
FT511,Deep_abundant,1.375767791368898
FT513,Deep_abundant,1.152655995920545
FT516,Surface_abundant,1.2015814587134994
FT517,Deep_abundant,1.2381457252313854
FT522,Deep_abundant,1.0332792503489707
FT523,Deep_abundant,1.119026115163728
FT524,Deep_abundant,1.360903221781141
FT529,Deep_abundant,1.3324062406044772
FT533,Deep_abundant,1.1231132087619542
FT534,Deep_abundant,1.0548012868093621
FT536,Deep_abundant,1.1722084193514781
FT539,Deep_abundant,1.0696713470331494
FT540,Deep_abundant,1.196743916240323
FT543,Deep_abundant,1.3179290307711946
FT545,Surface_abundant,1.1835624566791973
FT546,Deep_abundant,1.3286407907971596
FT547,Deep_abundant,1.091460941325383
FT548,Surface_abundant,1.4611372395911486
FT549,Deep_abundant,1.3581185594953584
FT551,Deep_abundant,1.3458176426018558
FT554,Deep_abundant,1.2361425605697027
FT555,Deep_abundant,1.305170644321806
FT557,Deep_abundant,1.2629358341371943
FT560,Deep_abundant,1.137885246860327
FT562,Deep_abundant,1.4635591722292876
FT563,Deep_abundant,1.39885362206313
FT575,Deep_abundant,1.3495648675959597
FT578,Deep_abundant,1.207640608090343
FT579,Deep_abundant,1.2525485256192506
FT581,Deep_abundant,1.3926397103770856
FT588,Deep_abundant,1.3561503271831923
FT589,Surface_abundant,1.1790682708460904
FT592,Deep_abundant,1.1821028946238659
FT596,Deep_abundant,1.1358930458340595
FT597,Deep_abundant,1.1382898760020774
FT603,Deep_abundant,1.1431738280186445
FT608,Deep_abundant,1.314832102102134
FT609,Deep_abundant,1.3841936287700694
FT613,Surface_abundant,1.0623983804538197
FT617,Deep_abundant,1.2920188947386992
FT623,Deep_abundant,1.1527017482160533
FT629,Deep_abundant,1.288348438955111
FT630,Deep_abundant,1.2076600577742223
FT632,Deep_abundant,1.2153203872095848
FT642,Deep_abundant,1.3353541436316128
FT651,Deep_abundant,1.325435622349823
FT657,Deep_abundant,1.0704426856719014
FT659,Deep_abundant,1.1935701946592168
FT661,Deep_abundant,1.0238252765026112
FT667,Deep_abundant,1.0771741991587678
FT668,Deep_abundant,1.338079575763716
FT671,Surface_abundant,1.3676697195744552
FT676,Deep_abundant,1.270610675747195
FT677,Deep_abundant,1.1852738824322937
FT679,Deep_abundant,1.1875264631801026
FT683,Deep_abundant,1.1118434042772303
FT684,Deep_abundant,1.290192251106767
FT698,Deep_abundant,1.1876809708082383
FT700,Deep_abundant,1.0161960887628663
FT711,Deep_abundant,1.20367088983584
FT713,Deep_abundant,1.0763479532005742
FT722,Deep_abundant,1.2181443785140504
FT724,Deep_abundant,1.0994068819178113
FT725,Deep_abundant,1.199691962056611
FT726,Surface_abundant,1.3366335127462916
FT727,Surface_abundant,1.0075396748903231
FT732,Surface_abundant,1.4067272829458268
FT738,Deep_abundant,1.3475989527475623
FT750,Deep_abundant,1.0955520752037626
FT775,Deep_abundant,1.1143504110033786
FT776,Deep_abundant,1.0208097276896617
FT780,Deep_abundant,1.302922592227853
FT792,Deep_abundant,1.0613553648588452
FT795,Surface_abundant,1.0263805963333832
FT800,Surface_abundant,1.4895890201647135
FT807,Surface_abundant,1.2975796913867141
FT809,Deep_abundant,1.2344564340808337
FT814,Deep_abundant,1.5131666784460696
FT819,Deep_abundant,1.0436234572905017
FT820,Deep_abundant,1.260122053200044
FT821,Surface_abundant,1.3751572663806861
FT825,Surface_abundant,1.1391580833215
FT826,Surface_abundant,1.0629629120630966
FT852,Deep_abundant,1.0702848498936741
FT856,Surface_abundant,1.0895317442536954
FT858,Deep_abundant,1.2859286920236048
FT871,Surface_abundant,1.2018709567074113
FT876,Deep_abundant,1.3542165979005416
FT883,Deep_abundant,1.2495826208058745
FT900,Deep_abundant,1.041947040430074
FT902,Deep_abundant,1.3162666895757609
FT937,Deep_abundant,1.205137294752777
Acetate,Deep_abundant,1.0220536651790093
Acetone,Deep_abundant,1.1606130521758145
Benzoate,Deep_abundant,1.3419863147598328
Butyrate,Deep_abundant,1.2777403721047813
Formate,Deep_abundant,1.3241328935640047
Glycolate,Deep_abundant,1.1530218433479282
Lactate,Deep_abundant,1.108495685391667
Methanol,Deep_abundant,1.2520543515720781
Phenol,Surface_abundant,1.4690766903578083
Phenylalanine,Deep_abundant,1.3419863147598328
Propyl alcohol,Deep_abundant,1.0314351720501114
Propylene glycol,Deep_abundant,1.3419863147598328
Trimethylamine,Surface_abundant,1.4296204701025184
Valerate,Surface_abundant,1.3025909638266857
Valproate,Surface_abundant,1.1848871336037048
p-Cresol,Surface_abundant,1.4685341389239346
DSS-d6,Deep_abundant,1.338786441083556
